id,age,employ,address,income,debtinc,creddebt,othdebt
1193,-0.7956366590639269,-0.24150059574307434,-0.9167299495658504,-0.8274782063827438,0.8006236268317746,0.002185608369341129,-0.4113796487105215
583,1.2162458450882387,1.9785565900593889,-0.035188207856562355,1.996123985926457,-0.9911979495707262,0.9188044795072741,-0.7086662453217318
4972,1.4677311581072596,-0.24150059574307434,0.6994299102345111,0.6480131647863496,1.7571713550128047,2.7678578910402676,1.5126422556554673
4014,0.08456193650264564,-0.3802541698557283,-0.4759590787112064,-0.3568778409978771,-0.34541453878606865,0.022733957696207514,-0.6264690829188819
600,0.7132752190501974,0.5910208489328495,0.258659039379867,0.9700028884707325,-1.2580004854817584,-0.6111612494151247,-0.7928319837700099
3453,-0.9213793155734372,0.3135137007075415,-0.18211183147477703,0.16325940495381785,0.47470007444045664,1.6273708010312404,-0.010902517001590594
4271,0.7132752190501974,-0.5190077439683822,-0.4759590787112064,-0.0950400437160716,1.5540376060805416,0.17627729982178683,1.5467101721966188
2319,1.0905031885787284,2.117310164172043,1.4340480283255843,2.4278025165802446,-0.5591597522147932,-0.5939743409210821,1.5355344575961656
4970,0.08456193650264564,1.4235422936087732,0.9932771574709404,0.5489394036526936,0.257923014012743,-0.6411442938626054,1.4522711716221595
4673,-0.041180720006864714,0.03600655248223359,0.8463535338527257,-0.0667332548207411,-0.5576438287152987,-0.5106762855406483,-0.3136306949240936
3613,-0.041180720006864714,0.8685279971581573,0.40558266299808166,1.4299882080198503,-0.04980945638464069,1.1522242651198258,0.9714228763487236
722,1.4677311581072596,1.7010494418340811,2.0217425227984434,0.322485092490051,-1.0154527255626382,-0.8143950481191778,-0.49329343644779383
3446,-1.172864628592458,-1.074022040418998,-1.2105771968022798,0.5206326147573633,1.508559901095707,-0.641661331975388,2.7575381601157503
2355,0.08456193650264564,-1.212775614531652,-0.035188207856562355,-0.7107127021895062,1.6980503385325196,0.8102820095461426,-0.09102063900690689
931,0.4617899060311767,-1.074022040418998,-0.18211183147477703,-0.5797938035486034,-0.800191588634419,-0.37185999092643407,-0.9346951634574867
535,-0.6698940025544164,-1.212775614531652,-0.3290354550929917,-0.7248660966371714,0.2003179210319521,0.04767308670903675,-0.628799222628231
